trade_id,year,quarter,year_quarter,exporter_country_code,exporter_country,exporter_region,importer_country_code,importer_country,importer_region,hardware_type,hardware_category,volume_units,trade_value_usd_millions,primary_supplier,trade_route,export_control_applied,restriction_factor,geopolitical_sensitivity,geo_risk_score_exporter,geo_risk_score_importer,data_source,is_synthetic
TF000552,2020,4,2020-Q4,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,3673,224.52,Cambricon,Trans-Pacific / Suez,0,1.0,Low,8.08,2.53,UN Comtrade/WITS/SIA Reports,0
TF000553,2021,1,2021-Q1,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,6636,405.57,Intel Gaudi,Trans-Pacific / Suez,0,1.0,Low,8.39,2.37,UN Comtrade/WITS/SIA Reports,0
TF000554,2021,2,2021-Q2,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,7393,451.8,Huawei Ascend,Trans-Pacific / Suez,0,1.0,Low,8.48,2.4,UN Comtrade/WITS/SIA Reports,0
TF000555,2021,3,2021-Q3,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,8637,527.87,Intel Gaudi,Trans-Pacific / Suez,0,1.0,Low,8.45,2.55,UN Comtrade/WITS/SIA Reports,0
TF000556,2021,4,2021-Q4,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,7494,458.03,Cambricon,Trans-Pacific / Suez,0,1.0,Low,8.36,2.53,UN Comtrade/WITS/SIA Reports,0
TF000557,2022,1,2022-Q1,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,6662,407.16,AWS Trainium,Trans-Pacific / Suez,0,1.0,Low,8.8,2.36,UN Comtrade/WITS/SIA Reports,0
TF000558,2022,2,2022-Q2,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,9147,559.0,Intel Gaudi,Trans-Pacific / Suez,0,1.0,Low,8.81,2.49,UN Comtrade/WITS/SIA Reports,0
TF000559,2022,3,2022-Q3,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,9401,574.54,AWS Trainium,Trans-Pacific / Suez,0,1.0,Low,8.64,2.27,UN Comtrade/WITS/SIA Reports,0
TF000560,2022,4,2022-Q4,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,7561,462.07,Cambricon,Trans-Pacific / Suez,0,1.0,Low,8.6,2.46,UN Comtrade/WITS/SIA Reports,0
TF000561,2023,1,2023-Q1,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,13803,843.52,Intel Gaudi,Trans-Pacific / Suez,0,1.0,Low,9.09,2.44,UN Comtrade/WITS/SIA Reports,0
TF000562,2023,2,2023-Q2,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,17647,1078.47,Huawei Ascend,Trans-Pacific / Suez,0,1.0,Low,8.84,2.51,UN Comtrade/WITS/SIA Reports,0
TF000563,2023,3,2023-Q3,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,18909,1155.57,Google TPU,Trans-Pacific / Suez,0,1.0,Low,8.95,2.43,UN Comtrade/WITS/SIA Reports,0
TF000564,2023,4,2023-Q4,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,16080,982.72,Google TPU,Trans-Pacific / Suez,0,1.0,Low,8.85,2.4,UN Comtrade/WITS/SIA Reports,0
TF000565,2024,1,2024-Q1,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,16221,991.3,AWS Trainium,Trans-Pacific / Suez,0,1.0,Low,9.09,2.36,UN Comtrade/WITS/SIA Reports,1
TF000566,2024,2,2024-Q2,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,17031,1040.82,Cambricon,Trans-Pacific / Suez,0,1.0,Low,9.06,2.29,UN Comtrade/WITS/SIA Reports,1
TF000567,2024,3,2024-Q3,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,22127,1352.25,AWS Trainium,Trans-Pacific / Suez,0,1.0,Low,9.21,2.54,UN Comtrade/WITS/SIA Reports,1
TF000568,2024,4,2024-Q4,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,17255,1054.48,Cambricon,Trans-Pacific / Suez,0,1.0,Low,9.14,2.4,UN Comtrade/WITS/SIA Reports,1
TF000569,2025,1,2025-Q1,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,18644,1139.37,Cambricon,Trans-Pacific / Suez,0,1.0,Low,9.33,2.44,UN Comtrade/WITS/SIA Reports,1
TF000570,2025,2,2025-Q2,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,20148,1231.27,Google TPU,Trans-Pacific / Suez,0,1.0,Low,9.49,2.45,UN Comtrade/WITS/SIA Reports,1
TF000571,2025,3,2025-Q3,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,20768,1269.19,Huawei Ascend,Trans-Pacific / Suez,0,1.0,Low,9.32,2.48,UN Comtrade/WITS/SIA Reports,1
TF000572,2025,4,2025-Q4,TW,Taiwan,Asia-Pacific,DE,Germany,Europe,AI_Accelerator,Advanced,19765,1207.91,Huawei Ascend,Trans-Pacific / Suez,0,1.0,Low,9.32,2.55,UN Comtrade/WITS/SIA Reports,1
TF000573,2015,1,2015-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1301,73.21,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.26,5.15,UN Comtrade/WITS/SIA Reports,0
TF000574,2015,2,2015-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1559,87.74,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.09,4.89,UN Comtrade/WITS/SIA Reports,0
TF000575,2015,3,2015-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1661,93.47,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.08,5.06,UN Comtrade/WITS/SIA Reports,0
TF000576,2015,4,2015-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1374,77.32,TSMC,Asia-Pacific Maritime,0,1.0,Low,8.2,5.15,UN Comtrade/WITS/SIA Reports,0
TF000577,2016,1,2016-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1774,99.81,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.23,4.94,UN Comtrade/WITS/SIA Reports,0
TF000578,2016,2,2016-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1941,109.23,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.21,4.98,UN Comtrade/WITS/SIA Reports,0
TF000579,2016,3,2016-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1801,101.33,TSMC,Asia-Pacific Maritime,0,1.0,Low,8.32,4.98,UN Comtrade/WITS/SIA Reports,0
TF000580,2016,4,2016-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1613,90.74,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.16,4.97,UN Comtrade/WITS/SIA Reports,0
TF000581,2017,1,2017-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1989,111.89,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.27,5.08,UN Comtrade/WITS/SIA Reports,0
TF000582,2017,2,2017-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1860,104.65,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.17,4.99,UN Comtrade/WITS/SIA Reports,0
TF000583,2017,3,2017-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1954,109.92,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.13,5.08,UN Comtrade/WITS/SIA Reports,0
TF000584,2017,4,2017-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1776,99.91,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.21,4.91,UN Comtrade/WITS/SIA Reports,0
TF000585,2018,1,2018-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,1799,101.23,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.12,5.14,UN Comtrade/WITS/SIA Reports,0
TF000586,2018,2,2018-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2498,140.52,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.34,5.0,UN Comtrade/WITS/SIA Reports,0
TF000587,2018,3,2018-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2212,124.48,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.21,4.99,UN Comtrade/WITS/SIA Reports,0
TF000588,2018,4,2018-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2328,130.96,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.08,5.0,UN Comtrade/WITS/SIA Reports,0
TF000589,2019,1,2019-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2000,112.53,TSMC,Asia-Pacific Maritime,0,1.0,Low,8.15,5.07,UN Comtrade/WITS/SIA Reports,0
TF000590,2019,2,2019-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2481,139.59,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.16,4.97,UN Comtrade/WITS/SIA Reports,0
TF000591,2019,3,2019-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2590,145.72,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.29,5.12,UN Comtrade/WITS/SIA Reports,0
TF000592,2019,4,2019-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2555,143.76,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.29,4.94,UN Comtrade/WITS/SIA Reports,0
TF000593,2020,1,2020-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2231,125.54,TSMC,Asia-Pacific Maritime,0,1.0,Low,8.18,4.93,UN Comtrade/WITS/SIA Reports,0
TF000594,2020,2,2020-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2640,148.51,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.06,5.12,UN Comtrade/WITS/SIA Reports,0
TF000595,2020,3,2020-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2534,142.55,TSMC,Asia-Pacific Maritime,0,1.0,Low,8.24,5.05,UN Comtrade/WITS/SIA Reports,0
TF000596,2020,4,2020-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2466,138.74,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.24,5.03,UN Comtrade/WITS/SIA Reports,0
TF000597,2021,1,2021-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2174,122.3,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.46,4.9,UN Comtrade/WITS/SIA Reports,0
TF000598,2021,2,2021-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2931,164.89,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.45,5.05,UN Comtrade/WITS/SIA Reports,0
TF000599,2021,3,2021-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2586,145.52,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.33,5.06,UN Comtrade/WITS/SIA Reports,0
TF000600,2021,4,2021-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2297,129.21,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.32,4.85,UN Comtrade/WITS/SIA Reports,0
TF000601,2022,1,2022-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,3015,169.63,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.77,4.96,UN Comtrade/WITS/SIA Reports,0
TF000602,2022,2,2022-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2954,166.19,TSMC,Asia-Pacific Maritime,0,1.0,Low,8.65,5.08,UN Comtrade/WITS/SIA Reports,0
TF000603,2022,3,2022-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,3381,190.21,TSMC,Asia-Pacific Maritime,0,1.0,Low,8.61,4.9,UN Comtrade/WITS/SIA Reports,0
TF000604,2022,4,2022-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2590,145.74,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,8.75,5.08,UN Comtrade/WITS/SIA Reports,0
TF000605,2023,1,2023-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2862,161.0,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,8.81,4.87,UN Comtrade/WITS/SIA Reports,0
TF000606,2023,2,2023-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,3855,216.9,TSMC,Asia-Pacific Maritime,0,1.0,Low,8.89,5.08,UN Comtrade/WITS/SIA Reports,0
TF000607,2023,3,2023-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,3742,210.49,TSMC,Asia-Pacific Maritime,0,1.0,Low,8.91,4.91,UN Comtrade/WITS/SIA Reports,0
TF000608,2023,4,2023-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,2909,163.64,TSMC,Asia-Pacific Maritime,0,1.0,Low,8.98,5.08,UN Comtrade/WITS/SIA Reports,0
TF000609,2024,1,2024-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,3640,204.76,TSMC,Asia-Pacific Maritime,0,1.0,Low,9.21,4.86,UN Comtrade/WITS/SIA Reports,1
TF000610,2024,2,2024-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,4473,251.63,TSMC,Asia-Pacific Maritime,0,1.0,Low,9.29,4.94,UN Comtrade/WITS/SIA Reports,1
TF000611,2024,3,2024-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,4700,264.38,TSMC,Asia-Pacific Maritime,0,1.0,Low,9.23,5.02,UN Comtrade/WITS/SIA Reports,1
TF000612,2024,4,2024-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,3933,221.23,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,9.29,5.05,UN Comtrade/WITS/SIA Reports,1
TF000613,2025,1,2025-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,3646,205.12,Intel Foundry Services,Asia-Pacific Maritime,0,1.0,Low,9.4,5.13,UN Comtrade/WITS/SIA Reports,1
TF000614,2025,2,2025-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,4273,240.39,TSMC,Asia-Pacific Maritime,0,1.0,Low,9.41,4.98,UN Comtrade/WITS/SIA Reports,1
TF000615,2025,3,2025-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,4726,265.85,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,9.48,5.13,UN Comtrade/WITS/SIA Reports,1
TF000616,2025,4,2025-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Advanced_Logic_Chip,Advanced,3961,222.81,Samsung Foundry,Asia-Pacific Maritime,0,1.0,Low,9.34,4.91,UN Comtrade/WITS/SIA Reports,1
TF000617,2015,1,2015-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,1591,89.51,Micron,Asia-Pacific Maritime,0,1.0,Low,8.24,4.94,UN Comtrade/WITS/SIA Reports,0
TF000618,2015,2,2015-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,1790,100.7,Micron,Asia-Pacific Maritime,0,1.0,Low,8.31,5.1,UN Comtrade/WITS/SIA Reports,0
TF000619,2015,3,2015-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,1919,107.96,Samsung,Asia-Pacific Maritime,0,1.0,Low,8.13,5.08,UN Comtrade/WITS/SIA Reports,0
TF000620,2015,4,2015-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,1521,85.58,Micron,Asia-Pacific Maritime,0,1.0,Low,8.3,5.07,UN Comtrade/WITS/SIA Reports,0
TF000621,2016,1,2016-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,1759,98.98,Micron,Asia-Pacific Maritime,0,1.0,Low,8.25,4.9,UN Comtrade/WITS/SIA Reports,0
TF000622,2016,2,2016-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,1906,107.23,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,8.35,5.13,UN Comtrade/WITS/SIA Reports,0
TF000623,2016,3,2016-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,1759,98.99,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,8.1,4.89,UN Comtrade/WITS/SIA Reports,0
TF000624,2016,4,2016-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,1835,103.23,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,8.3,4.91,UN Comtrade/WITS/SIA Reports,0
TF000625,2017,1,2017-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,1846,103.89,Samsung,Asia-Pacific Maritime,0,1.0,Low,8.3,5.07,UN Comtrade/WITS/SIA Reports,0
TF000626,2017,2,2017-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2129,119.76,Samsung,Asia-Pacific Maritime,0,1.0,Low,8.23,5.0,UN Comtrade/WITS/SIA Reports,0
TF000627,2017,3,2017-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2101,118.22,Micron,Asia-Pacific Maritime,0,1.0,Low,8.22,5.06,UN Comtrade/WITS/SIA Reports,0
TF000628,2017,4,2017-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2119,119.25,Micron,Asia-Pacific Maritime,0,1.0,Low,8.24,5.08,UN Comtrade/WITS/SIA Reports,0
TF000629,2018,1,2018-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,1872,105.31,Samsung,Asia-Pacific Maritime,0,1.0,Low,8.19,4.85,UN Comtrade/WITS/SIA Reports,0
TF000630,2018,2,2018-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2187,123.07,Samsung,Asia-Pacific Maritime,0,1.0,Low,8.27,5.15,UN Comtrade/WITS/SIA Reports,0
TF000631,2018,3,2018-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2206,124.13,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,8.17,5.09,UN Comtrade/WITS/SIA Reports,0
TF000632,2018,4,2018-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,1997,112.37,Samsung,Asia-Pacific Maritime,0,1.0,Low,8.22,5.07,UN Comtrade/WITS/SIA Reports,0
TF000633,2019,1,2019-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2244,126.27,Samsung,Asia-Pacific Maritime,0,1.0,Low,8.11,4.96,UN Comtrade/WITS/SIA Reports,0
TF000634,2019,2,2019-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2666,149.96,Micron,Asia-Pacific Maritime,0,1.0,Low,8.22,4.85,UN Comtrade/WITS/SIA Reports,0
TF000635,2019,3,2019-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2779,156.37,Micron,Asia-Pacific Maritime,0,1.0,Low,8.06,5.07,UN Comtrade/WITS/SIA Reports,0
TF000636,2019,4,2019-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2139,120.35,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,8.34,4.96,UN Comtrade/WITS/SIA Reports,0
TF000637,2020,1,2020-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2046,115.13,Samsung,Asia-Pacific Maritime,0,1.0,Low,8.09,4.94,UN Comtrade/WITS/SIA Reports,0
TF000638,2020,2,2020-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2661,149.69,Micron,Asia-Pacific Maritime,0,1.0,Low,8.35,4.96,UN Comtrade/WITS/SIA Reports,0
TF000639,2020,3,2020-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2526,142.11,Samsung,Asia-Pacific Maritime,0,1.0,Low,8.27,5.12,UN Comtrade/WITS/SIA Reports,0
TF000640,2020,4,2020-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2303,129.55,Samsung,Asia-Pacific Maritime,0,1.0,Low,8.17,4.97,UN Comtrade/WITS/SIA Reports,0
TF000641,2021,1,2021-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2540,142.91,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,8.3,5.04,UN Comtrade/WITS/SIA Reports,0
TF000642,2021,2,2021-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2677,150.59,Samsung,Asia-Pacific Maritime,0,1.0,Low,8.54,4.88,UN Comtrade/WITS/SIA Reports,0
TF000643,2021,3,2021-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2968,166.96,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,8.44,5.04,UN Comtrade/WITS/SIA Reports,0
TF000644,2021,4,2021-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2292,128.96,Micron,Asia-Pacific Maritime,0,1.0,Low,8.47,5.02,UN Comtrade/WITS/SIA Reports,0
TF000645,2022,1,2022-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2757,155.11,Micron,Asia-Pacific Maritime,0,1.0,Low,8.73,5.05,UN Comtrade/WITS/SIA Reports,0
TF000646,2022,2,2022-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,3333,187.51,Micron,Asia-Pacific Maritime,0,1.0,Low,8.63,5.1,UN Comtrade/WITS/SIA Reports,0
TF000647,2022,3,2022-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,3254,183.04,Micron,Asia-Pacific Maritime,0,1.0,Low,8.57,4.87,UN Comtrade/WITS/SIA Reports,0
TF000648,2022,4,2022-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,2753,154.86,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,8.79,5.06,UN Comtrade/WITS/SIA Reports,0
TF000649,2023,1,2023-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,3243,182.44,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,8.96,4.98,UN Comtrade/WITS/SIA Reports,0
TF000650,2023,2,2023-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,3173,178.5,Micron,Asia-Pacific Maritime,0,1.0,Low,8.9,4.98,UN Comtrade/WITS/SIA Reports,0
TF000651,2023,3,2023-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,3274,184.2,Micron,Asia-Pacific Maritime,0,1.0,Low,8.87,5.03,UN Comtrade/WITS/SIA Reports,0
TF000652,2023,4,2023-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,3380,190.18,Micron,Asia-Pacific Maritime,0,1.0,Low,9.1,5.13,UN Comtrade/WITS/SIA Reports,0
TF000653,2024,1,2024-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,3639,204.7,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,9.18,5.04,UN Comtrade/WITS/SIA Reports,1
TF000654,2024,2,2024-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,4297,241.71,Micron,Asia-Pacific Maritime,0,1.0,Low,9.09,4.97,UN Comtrade/WITS/SIA Reports,1
TF000655,2024,3,2024-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,4558,256.41,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,9.17,5.02,UN Comtrade/WITS/SIA Reports,1
TF000656,2024,4,2024-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,3790,213.2,Samsung,Asia-Pacific Maritime,0,1.0,Low,9.11,4.96,UN Comtrade/WITS/SIA Reports,1
TF000657,2025,1,2025-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,3844,216.28,Micron,Asia-Pacific Maritime,0,1.0,Low,9.31,4.86,UN Comtrade/WITS/SIA Reports,1
TF000658,2025,2,2025-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,4940,277.89,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,9.38,5.01,UN Comtrade/WITS/SIA Reports,1
TF000659,2025,3,2025-Q3,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,4564,256.74,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,9.58,4.93,UN Comtrade/WITS/SIA Reports,1
TF000660,2025,4,2025-Q4,TW,Taiwan,Asia-Pacific,IN,India,South Asia,DRAM,Standard,4152,233.59,SK Hynix,Asia-Pacific Maritime,0,1.0,Low,9.56,5.1,UN Comtrade/WITS/SIA Reports,1
TF000661,2015,1,2015-Q1,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Consumer_Chip,Standard,1346,75.73,Qualcomm,Asia-Pacific Maritime,0,1.0,Low,8.29,4.99,UN Comtrade/WITS/SIA Reports,0
TF000662,2015,2,2015-Q2,TW,Taiwan,Asia-Pacific,IN,India,South Asia,Consumer_Chip,Standard,1657,93.22,HiSilicon,Asia-Pacific Maritime,0,1.0,Low,8.09,4.87,UN Comtrade/WITS/SIA Reports,0
